40000 3
1,9674.7728586593 2,2233.5933249023287 3,1837.136220015578
1,9689.863010365249 2,2232.4311974787033 3,1836.1252194654744
1,9928.124115063365 2,2225.673348283879 3,1823.8333319577046
1,9890.380206556227 2,2219.8306910319448 3,1812.0888521381498
1,9119.604736236373 2,2167.480358154346 3,1829.1855690279385
1,7693.584308317665 2,2095.126019424033 3,1875.227101542341
1,6590.32968090824 2,2059.5197965880857 3,1917.1913504747906
1,5783.2308244600945 2,2042.4201596713526 3,1942.3582821324178
1,5192.93089112239 2,2033.4814655486853 3,1958.3372292662852
1,4755.214326928621 2,2029.7536236636931 3,1972.296148937248
1,4417.762927707613 2,2027.707856230142 3,1981.8994288022375
1,4148.568792394072 2,2025.8812957189114 3,1988.2060002507155
1,3932.7098148932864 2,2024.737186373192 3,1993.1590776647527
1,3759.6099642507675 2,2025.0616699757948 3,1997.745597393097
1,3612.7634477622823 2,2024.9864052098694 3,2001.1886153688777
1,3492.371624161133 2,2025.455487217403 3,2004.2002451932071
1,3386.2858002591533 2,2024.4790162208399 3,2006.2869792748909
1,3292.1889880687204 2,2023.2575482025925 3,2008.0980745420554
1,3212.110590128345 2,2024.0921395086657 3,2009.8661058793075
1,3143.5539413901647 2,2026.331581428948 3,2011.2908058396297
1,3077.3449013841073 2,2024.2662007019444 3,2013.0818018239245
1,3019.0343857290145 2,2023.2731078655268 3,2014.5806285281703
1,2963.432811315655 2,2026.102035939431 3,2014.603636534679
1,2903.760470453416 2,2026.5124532273396 3,2015.6890630722144
1,1837.2652913995003 2,9437.082779046066 3,2242.105128121972
1,1836.6976628312907 2,9443.146153997712 3,2241.4012402367553
1,1831.6002333065428 2,9492.911613434972 3,2233.9207727768903
1,1819.6914813056287 2,9499.042085111852 3,2199.014160197176
1,1833.2603593831834 2,9108.322823182069 3,2152.0265070747837
1,1876.8020167063994 2,7714.025356172756 3,2089.148080135278
1,1916.0279423518753 2,6597.051581552198 3,2056.539411128247
1,1942.8068084930362 2,5787.9887731827175 3,2042.6630543665838
1,1960.50859294871 2,5195.222159331393 3,2033.0633277333648
1,1973.3833732932076 2,4755.263656441858 3,2027.2773859074418
