40000 3
1,2218.5171153523092 2,2191.143872321112 3,1813.454625266701
1,2205.4686816181224 2,2189.7562640406795 3,1812.8208352858633
1,2111.770367588259 2,2178.015038183234 3,1806.3712327962526
1,2147.164050191975 2,2173.2732736122407 3,1798.4404440233104
1,1633.8545035477803 2,2121.707696472857 3,1820.8676404789146
1,1110.4677777196073 2,2054.2246823471005 3,1875.4757363141648
1,1065.118791558736 2,2024.4177842871275 3,1914.4603594215016
1,1168.5747813597395 2,2011.7788853023255 3,1940.0173390700186
1,1282.6812878081632 2,2006.4401384921182 3,1956.834167655827
1,1377.1487600380299 2,2003.970169191418 3,1967.931160071389
1,1453.3294021658337 2,2002.9759477775401 3,1975.8304256797594
1,1515.4737070730403 2,2002.838455086406 3,1981.7669798796574
1,1566.8254020870766 2,2003.1261812946555 3,1986.3453469250273
1,1609.5711382234385 2,2003.5757395125759 3,1989.945690624304
1,1644.6928918239823 2,2004.1317019565088 3,1992.8482084991265
1,1675.2181834952676 2,2004.760681324861 3,1995.235345936891
1,1701.2100362171068 2,2005.4972422327141 3,1997.2249480177313
1,1722.954926705426 2,2006.0715271469835 3,1998.8964554992085
1,1740.899972187234 2,2006.2330356811624 3,2000.3698849414998
1,1756.3559658576673 2,2006.249025556443 3,2001.6985415207428
1,1771.3961853420653 2,2007.099074036337 3,2002.6307292639913
1,1785.7236829339968 2,2007.9008192539627 3,2003.4176732089177
1,1799.6279409708516 2,2008.2117996309676 3,2004.299800096931
1,1812.96069759849 2,2008.819626601952 3,2004.9965885538882
1,1816.0159932790907 2,2408.9033809035764 3,2196.6113861054914
1,1815.6439388630972 2,2399.3506221843254 3,2195.8217168092447
1,1812.5275426675446 2,2303.0395398863193 3,2187.54065934009
1,1811.7003096807084 2,1898.1205565748633 3,2147.5453427295547
1,1828.5676938593538 2,1505.1460169290363 3,2104.5772801930625
1,1877.3165126841197 2,1107.8983936882664 3,2050.9918740019093
1,1916.1421639283994 2,1066.1872854774658 3,2022.365764954158
1,1941.180418447703 2,1165.5922358415578 3,2009.8031561439757
1,1957.398349874607 2,1280.7488701326927 3,2005.2621431487976
1,1968.7219115671044 2,1377.0140998734664 3,2002.9609866990616
1,1977.8757823926906 2,1455.4152734655631 3,2001.5241000168169
1,1982.46764156287 2,1515.1560781262385 3,2002.2304085493447
1,1986.9578025622195 2,1567.321194870995 3,2002.64339339717
1,1990.6526160071612 2,1610.536204704214 3,2003.168613367103
1,1993.954366048445 2,1646.8350517393403 3,2003.7334401074102
1,1996.0959262949439 2,1674.0514201036624 3,2004.2993726279149
1,1997.3173005452 2,1695.8590904860428 3,2004.740289154314
1,1998.8344551428727 2,1715.9539192217767 3,2005.2704373088209
1,2000.214900833612 2,1735.0705205516128 3,2005.8024303688094
1,2001.9463974096047 2,1753.008089957072 3,2006.5676592147877
1,2003.4646186214786 2,1770.6980223167586 3,2007.3569826312535
1,2004.4661267882177 2,1787.2529418272682 3,2007.8723502219284
1,2005.2471127554763 2,1803.2779486012591 3,2008.2510052581538
1,2005.9820813433823 2,1818.560797059692 3,2008.6668142318313
1,2194.665237412308 2,1810.53378170712 3,2195.820337801777
1,2192.874697729089 2,1810.2930075019528 3,2196.8954999408065
1,2178.7031762406914 2,1805.538022588134 3,2085.47356068155
1,2174.3660414682354 2,1792.3128892217944 3,2157.117760626676
1,2123.320849553833 2,1817.9395136242783 3,1646.474668450177
1,2054.888905110302 2,1874.2395863761822 3,1111.6188377562253
1,2024.7212518527217 2,1914.2385748279523 3,1064.0948396724202
1,2011.8562492593267 2,1939.760103758557 3,1167.4830168843127
1,2006.346691866254 2,1956.43297304554 3,1281.5554082443628
1,2003.917442329187 2,1967.6922062376532 3,1377.035466891612
1,2002.9567572615636 2,1975.7036976030765 3,1453.7413883960492
1,2002.7803278725733 2,1981.6669304324055 3,1515.8659261841567
1,2003.0660109634416 2,1986.2623980295746 3,1567.0187845097985
1,2003.5788991525878 2,1989.8837465750685 3,1609.577549125429
1,2004.1745872023125 2,1992.7926513468788 3,1645.1597869312602
1,2004.814295571155 2,1995.1700699446121 3,1675.0925203771098
1,2005.4659384177035 2,1997.139624811056 3,1700.4998572748657
1,2006.0114961934833 2,1998.8123902451966 3,1722.251508140158
1,2006.331173550157 2,2000.3008303961751 3,1741.06143161392
1,2006.4917278918053 2,2001.6558395499617 3,1757.648998870789
1,2006.7751078322804 2,2002.803661126485 3,1772.9702424940583
1,2007.4057199839358 2,2003.6387116006001 3,1786.5880341244517
1,2007.2090909443168 2,2005.438105408714 3,1801.5934653139993
1,2007.4700678026227 2,2006.6874845458563 3,1816.795803158677
1,3058.1117782339998 2,5008.89095119043 3,2017.7884992426737
1,3057.1378096608546 2,5009.331313185999 3,2017.7884992449349
1,2997.548663771567 2,4961.0597589438885 3,2017.7859046395802
1,2489.9886379009486 2,4503.309557991228 3,2017.7847145835203
1,1788.380567872397 2,3788.4192115964474 3,2017.7847147108696
1,755.7453423408502 2,2625.3073097067895 3,2017.7859051219004
1,269.4318295645266 2,1916.7396347227636 3,2017.7884999978717
1,481.6229207435193 2,1540.181009823135 3,2017.7895719739809
1,747.6144352904697 2,1369.1670587120987 3,2017.7904893699053
1,948.592318945711 2,1313.543077786227 3,2017.7915149927233
1,1097.5255949281773 2,1315.269305787676 3,2017.7926800628452
1,1208.3019331440248 2,1341.0023060229826 3,2017.7937599020058
1,1293.2717669936058 2,1374.5258986534259 3,2017.7946190521009
1,1363.0253808034283 2,1410.2678372022172 3,2017.795297786723
1,1424.2674956852761 2,1447.3367988696734 3,2017.7958160548842
1,1474.2274979403687 2,1481.2381332294397 3,2017.7958163095657
1,1520.9698242786478 2,1515.9150464930551 3,2017.7961352608866
1,1560.6864704256848 2,1547.5673885845094 3,2017.7962584939376
1,1592.0889130646156 2,1573.4660122042087 3,2017.7962587487427
1,1619.056111925799 2,1596.4829741433173 3,2017.7961995543478
1,1643.2576295368292 2,1617.8952257779913 3,2017.7961998091325
1,1660.6871166171825 2,1632.5640652410368 3,2017.7959321795545
1,1675.277858624253 2,1644.1663591273207 3,2017.7954817850298
1,1692.6073016184178 2,1660.6331577938474 3,2017.7954820400623
1,2017.7815667338857 2,2944.0971268761036 3,4913.362190010941
1,2017.7815667361256 2,2930.7838047389496 3,4903.404096852401
1,2017.781566758505 2,2804.62730540415 3,4803.0339047162315
1,2017.7848004914247 2,2517.0122053987325 3,4527.744915062188
1,2017.7955913474482 2,1952.6263772409725 3,3953.3068739455643
1,2017.7963177908123 2,808.0051623144875 3,2688.0318997561567
1,2017.796778908285 2,267.4177635967172 3,1937.9132917724419
1,2017.7973111335014 2,474.9304895137199 3,1546.3858565944881
1,2017.7973152573186 2,743.8729682609269 3,1372.105313529564
1,2017.7970981643164 2,944.1470256353449 3,1316.2266688400684
1,2017.7966763177126 2,1092.8370412529687 3,1316.691151562142
1,2017.7960561754085 2,1206.135594255302 3,1340.957319093827
1,2017.7953173546798 2,1295.2643783331696 3,1374.4935268166191
1,2017.7953176098206 2,1367.7237742542789 3,1411.8251232941936
1,2017.794550306821 2,1427.0161560975573 3,1447.5360221974197
1,2017.7936577795163 2,1476.9181939870405 3,1481.9759024770592
1,2017.793658032011 2,1519.0132162402788 3,1513.0899028691083
1,2017.7924796709804 2,1555.4054491366837 3,1542.4459755493456
1,2017.791131934409 2,1586.8954485383586 3,1569.1445273096513
1,2017.7911321886381 2,1614.2109409165498 3,1592.4235879002722
1,2017.789900685609 2,1638.3867922632494 3,1614.1201378345836
1,2017.7887834028877 2,1659.7468531050013 3,1633.155859740222
1,2017.786111318955 2,1678.8736738501023 3,1648.951759394529
1,2017.7826708123173 2,1695.5751041361532 3,1667.1611332245654
1,4826.4646610840055 2,2017.7833329110754 3,2849.932723453777
1,4805.470928414581 2,2017.783332913328 3,2824.933534925735
1,4647.327794775821 2,2017.7819263548854 3,2638.1524480200196
1,4597.78072420317 2,2017.7841375347507 3,2609.2363959926874
1,4052.8895806617124 2,2017.7933233093502 3,2050.1116730100025
1,2710.875221026886 2,2017.794410620478 3,829.0605674622436
1,1942.2923167282868 2,2017.7951666904676 3,265.7054571753476
1,1547.4457511432659 2,2017.7961031051718 3,474.08808607318724
1,1372.17962497906 2,2017.7964060837219 3,743.109077971032
1,1315.136513726 2,2017.7964843907876 3,942.5059651436362
1,1315.467670879101 2,2017.7963485763778 3,1091.2381958453368
1,1340.9920659504799 2,2017.79599436069 3,1205.4030883898663
1,1376.0867035286185 2,2017.795465757895 3,1295.427695491905
1,1413.194296027331 2,2017.7954660136872 3,1367.8834205106807
1,1449.519050848713 2,2017.794949773531 3,1427.536509168979
1,1483.4319548614997 2,2017.7944555644801 3,1477.3074506790877
1,1514.4768375100753 2,2017.7944558153185 3,1519.4003137434631
1,1542.6809693906146 2,2017.7936274101007 3,1555.4408206936766
1,1568.1005903911596 2,2017.792269995104 3,1586.592889264634
1,1591.5214592869488 2,2017.7922702473868 3,1613.9354978461681
1,1612.535572623269 2,2017.7907480319384 3,1637.9580976558514
1,1631.996062341344 2,2017.7907482878425 3,1659.3736283451585
1,1649.7629700491327 2,2017.7894390183862 3,1678.5133855737063
1,1666.3717308208018 2,2017.7882179819085 3,1695.7771631643725
1,3424.4402030566425 2,4635.753372658065 3,1992.3108600005155
1,3418.133477777096 2,4632.759079204479 3,1991.2075020161321
1,3538.9105182280814 2,4599.771143210705 3,1982.631505475008
1,2962.7891593387617 2,4128.898087492398 3,1956.620490603484
1,2165.8843118663444 2,3444.866000812649 3,1940.925392640923
1,977.3210068930624 2,2317.434778431086 3,1939.5479156427682
1,235.50529326755986 2,1629.0578756040718 3,1949.1335119161315
1,245.43133505444237 2,1279.559650983043 3,1958.9913611059978
1,573.4402883330933 2,1144.8982525479817 3,1966.9862465603567
1,806.4606981243264 2,1129.9816399975548 3,1973.3748738663712
1,976.7977913193754 2,1166.5308634670039 3,1978.5930488767258
1,1105.6114911083064 2,1219.7468652054456 3,1982.8044851982986
1,1204.3890649080056 2,1274.4234750095893 3,1986.3265192096258
1,1281.6646068626947 2,1324.990392615696 3,1989.1969019334244
1,1346.3570867833855 2,1371.6599102535542 3,1991.551186078741
1,1404.2121573609265 2,1416.2120616977559 3,1993.561147156669
1,1451.975701415195 2,1454.9441725264892 3,1995.3106977155674
1,1497.2416844375045 2,1493.3263370865634 3,1996.8223462729507
1,1536.0372679239451 2,1527.5661660134729 3,1998.1462296597272
1,1566.9734072496672 2,1555.2931987255986 3,1999.3205299992705
1,1593.7773352609208 2,1579.6390528121574 3,2000.3665067299776
1,1617.994002754208 2,1602.197477354059 3,2001.299974562366
1,1635.7457831905235 2,1617.4639776373535 3,2002.1251179215913
1,1650.8139227700578 2,1629.3721711839246 3,2002.8362476893305
1,1997.3051516691053 2,3380.023832594066 3,4573.393903143485
