40000 4
1,9674.7728586593 2,2233.5933249023287 3,1837.136220015578 4,9363.835516873174
1,9689.863010365249 2,2232.4311974787033 3,1836.1252194654744 4,9364.971792098351
1,9928.124115063365 2,2225.673348283879 3,1823.8333319577046 4,9501.168136196518
1,9890.380206556227 2,2219.8306910319448 3,1812.0888521381498 4,9528.959834479627
1,9119.604736236373 2,2167.480358154346 3,1829.1855690279385 4,8307.205532930437
1,7693.584308317665 2,2095.126019424033 3,1875.227101542341 4,6359.723517433401
1,6590.32968090824 2,2059.5197965880857 3,1917.1913504747906 4,5002.159867251845
1,5783.2308244600945 2,2042.4201596713526 3,1942.3582821324178 4,4067.5936376150044
1,5192.93089112239 2,2033.4814655486853 3,1958.3372292662852 4,3405.7500917262623
1,4755.214326928621 2,2029.7536236636931 3,1972.296148937248 4,2914.4289453801857
1,4417.762927707613 2,2027.707856230142 3,1981.8994288022375 4,2541.8679752972143
1,4148.568792394072 2,2025.8812957189114 3,1988.2060002507155 4,2251.0301481417105
1,3932.7098148932864 2,2024.737186373192 3,1993.1590776647527 4,2019.028549966169
1,3759.6099642507675 2,2025.0616699757948 3,1997.745597393097 4,1830.1019529966795
1,3612.7634477622823 2,2024.9864052098694 3,2001.1886153688777 4,1672.2655462683485
1,3492.371624161133 2,2025.455487217403 3,2004.2002451932071 4,1541.6876382868063
1,3386.2858002591533 2,2024.4790162208399 3,2006.2869792748909 4,1430.9387417245016
1,3292.1889880687204 2,2023.2575482025925 3,2008.0980745420554 4,1333.8382571674465
1,3212.110590128345 2,2024.0921395086657 3,2009.8661058793075 4,1247.2135567568798
1,3143.5539413901647 2,2026.331581428948 3,2011.2908058396297 4,1170.32300471419
1,3077.3449013841073 2,2024.2662007019444 3,2013.0818018239245 4,1103.7154491415447
1,3019.0343857290145 2,2023.2731078655268 3,2014.5806285281703 4,1043.6948000664054
1,2963.432811315655 2,2026.102035939431 3,2014.603636534679 4,982.6899713266375
1,2903.760470453416 2,2026.5124532273396 3,2015.6890630722144 4,921.2803201868077
1,1837.2652913995003 2,9437.082779046066 3,2242.105128121972 4,9358.305618506294
1,1836.6976628312907 2,9443.146153997712 3,2241.4012402367553 4,9353.650140437794
1,1831.6002333065428 2,9492.911613434972 3,2233.9207727768903 4,9298.088011542235
1,1819.6914813056287 2,9499.042085111852 3,2199.014160197176 4,8911.342299932561
1,1833.2603593831834 2,9108.322823182069 3,2152.0265070747837 4,8178.260675940294
1,1876.8020167063994 2,7714.025356172756 3,2089.148080135278 4,6376.542129307689
1,1916.0279423518753 2,6597.051581552198 3,2056.539411128247 4,5015.044259087297
1,1942.8068084930362 2,5787.9887731827175 3,2042.6630543665838 4,4070.719509677664
1,1960.50859294871 2,5195.222159331393 3,2033.0633277333648 4,3403.559221966394
1,1973.3833732932076 2,4755.263656441858 3,2027.2773859074418 4,2915.9838765549666
1,1978.9318215752958 2,4416.602278402413 3,2028.2999100083778 4,2546.244689408388
1,1989.5060812052427 2,4148.203334769478 3,2024.5569214740779 4,2249.5054146575776
1,1995.0492186456231 2,3934.5804282803924 3,2023.9957178056966 4,2017.4920017266033
1,2000.9336777057163 2,3764.7515655849393 3,2023.2246345316582 4,1831.6347833617197
1,2001.9067356135529 2,3618.9484661566057 3,2023.7689264330215 4,1679.3574036085156
1,2002.1158507627977 2,3491.1581860933434 3,2024.3359951942264 4,1547.3398501363117
1,2008.557979098474 2,3389.6849166306083 3,2024.5179235209753 4,1429.6645648703152
1,2011.1630347373462 2,3297.961664150698 3,2024.76240645796 4,1330.3969842763277
1,2012.7853079634708 2,3218.4103813807455 3,2024.9482577471526 4,1245.9026820462136
1,2010.945746980098 2,3140.378005677344 3,2024.4082506257898 4,1171.8593985414695
1,2010.3383115063461 2,3071.2582844202257 3,2023.9503388869146 4,1104.1443858189907
1,2012.874607137076 2,3011.1752354657383 3,2024.8541388381157 4,1036.2925928545917
1,2015.292901369567 2,2947.7888795530253 3,2026.01171202763 4,965.0360089749038
1,2016.598896926112 2,2882.4782974093782 3,2026.5722816945577 4,895.5542382400151
1,2234.691853502655 2,1837.3461050139704 3,9612.128416337284 4,9285.023629303116
1,2237.3912056559525 2,1832.1359687343404 3,9714.583263543731 4,9387.512543104984
1,2228.3311829385043 2,1820.696441571525 3,9928.593994628589 4,9484.519494264117
1,2221.481697052617 2,1807.7880263167917 3,10173.848859470729 4,9799.68409414876
1,2169.2581977138425 2,1828.176075273751 3,9216.424862577389 4,8412.154511207264
1,2095.596783733573 2,1875.350782067337 3,7728.210669970549 4,6396.919954461749
1,2059.8255066654806 2,1915.017678977042 3,6600.950709114102 4,5018.804094589491
1,2042.7484268864348 2,1941.9898283175053 3,5788.57866124939 4,4073.70604272453
1,2033.8877855662056 2,1959.263581621367 3,5197.05067288862 4,3407.1341098406156
1,2029.2710712379624 2,1971.5398152415767 3,4755.28934326161 4,2917.142886167413
1,2027.5281803125383 2,1981.3227795264354 3,4417.883546323167 4,2543.633535487856
1,2026.4361758437108 2,1988.3470552747601 3,4151.470852403355 4,2252.5633850355653
1,2025.365480930096 2,1993.4742028175249 3,3935.8510330679005 4,2020.2708746755557
1,2024.560034793907 2,1997.5352210823405 3,3759.376469831991 4,1831.3061064197957
1,2024.401601961864 2,2000.9600435546274 3,3613.6419764571083 4,1674.7252859408152
1,2024.5284210486093 2,2003.809174670514 3,3490.821570845943 4,1542.7697287721223
1,2024.2705999235368 2,2006.1820814707294 3,3384.5639432130415 4,1429.8866434674565
1,2023.976511945109 2,2008.2376936479134 3,3291.352011091383 4,1331.374685640808
1,2024.3940200119198 2,2009.941007119872 3,3210.177379030226 4,1244.6472207503284
1,2025.590332263713 2,2011.2187406010487 3,3139.4845058895057 4,1168.0252615540276
1,2025.642063293363 2,2012.6291875035831 3,3076.167876425818 4,1100.9017957442009
1,2024.7816487339528 2,2014.3446211268138 3,3021.656385954198 4,1043.5507857077569
1,2025.1599177722208 2,2015.6799330279507 3,2958.8871310485065 4,975.791598908747
1,2024.9244714597423 2,2017.658887139574 3,2897.38539557709 4,909.4905825235
1,16186.089198110658 2,14179.888701041556 3,2032.1904125178378 4,0.09648756426176501
1,16204.78354939575 2,14199.40461428621 3,2032.1904125101419 4,0.09648755555542096
1,16236.797574000488 2,14241.866812582806 3,2032.189571414855 4,0.09478721466580164
1,15897.010855230252 2,14015.883762517904 3,2032.1875825706065 4,0.09426630907000975
1,14870.278147234822 2,13217.632650919135 3,2032.1875821423923 4,0.09426583787920917
1,12351.968499681834 2,11137.50820306911 3,2032.1895697668374 4,0.09478541407904124
1,10220.461257647758 2,9319.260903184815 3,2032.1904099552671 4,0.09648467109775376
1,8693.590597112327 2,8002.810913808277 3,2032.1913891096692 4,0.09678234369251217
1,7591.145842801731 2,7045.569398287626 3,2032.1937305088318 4,0.09650923630738494
1,6770.626456146857 2,6329.524475701545 3,2032.1954385121544 4,0.09593389010179246
1,6139.605483103964 2,5776.844782004865 3,2032.1959864009639 4,0.0954255864792452
1,5644.307965360908 2,5341.631863896913 3,2032.1968530146487 4,0.0951902959246577
1,5251.737199006597 2,4995.421869653706 3,2032.1984406697154 4,0.09521528159076109
1,4936.5810283881765 2,4716.435877623592 3,2032.199570684981 4,0.0953404178104372
1,4676.695668666195 2,4485.632310849794 3,2032.199916174444 4,0.09544937272592734
1,4454.415539494703 2,4287.594639798356 3,2032.1999153137294 4,0.0954484183384499
1,4266.270755153357 2,4119.466118576489 3,2032.2003569027383 4,0.09551387894469239
1,4102.081275871322 2,3972.2623592358987 3,2032.201097750214 4,0.09556905403898781
1,3960.4879542271287 2,3844.9991754861207 3,2032.2010968894544 4,0.09556809850235183
1,3837.8069546244424 2,3734.5065163791323 3,2032.2015435476787 4,0.0956244854045917
1,3727.954128157214 2,3635.217173768376 3,2032.201542685669 4,0.095623529330811
1,3637.588620776346 2,3553.969179078867 3,2032.2016214549947 4,0.09565355533808775
1,3557.8339107636216 2,3482.506714628664 3,2032.2015787958667 4,0.09565211310623299
1,3479.142640299748 2,3410.8262890399424 3,2032.2015779340977 4,0.09565115676754743
1,2032.1855947570534 2,16190.695848184048 3,14210.305514698692 4,0.09586066017928123
