40000 4
1,2218.5171153523092 2,2191.143872321112 3,1813.454625266701 4,1664.7872346569914
1,2205.4686816181224 2,2189.7562640406795 3,1812.8208352858633 4,1665.155855071862
1,2111.770367588259 2,2178.015038183234 3,1806.3712327962526 4,1692.8930801394827
1,2147.164050191975 2,2173.2732736122407 3,1798.4404440233104 4,1677.4415605682711
1,1633.8545035477803 2,2121.707696472857 3,1820.8676404789146 4,1463.15157478659
1,1110.4677777196073 2,2054.2246823471005 3,1875.4757363141648 4,1123.5085058756436
1,1065.118791558736 2,2024.4177842871275 3,1914.4603594215016 4,883.3476422086602
1,1168.5747813597395 2,2011.7788853023255 3,1940.0173390700186 4,717.6536027055237
1,1282.6812878081632 2,2006.4401384921182 3,1956.834167655827 4,600.2749085415294
1,1377.1487600380299 2,2003.970169191418 3,1967.931160071389 4,514.687206285819
1,1453.3294021658337 2,2002.9759477775401 3,1975.8304256797594 4,449.7010560079729
1,1515.4737070730403 2,2002.838455086406 3,1981.7669798796574 4,398.56587868660887
1,1566.8254020870766 2,2003.1261812946555 3,1986.3453469250273 4,357.0684505052256
1,1609.5711382234385 2,2003.5757395125759 3,1989.945690624304 4,322.7590850150802
1,1644.6928918239823 2,2004.1317019565088 3,1992.8482084991265 4,294.93733748173867
1,1675.2181834952676 2,2004.760681324861 3,1995.235345936891 4,270.7963340964609
1,1701.2100362171068 2,2005.4972422327141 3,1997.2249480177313 4,250.5767914415806
1,1722.954926705426 2,2006.0715271469835 3,1998.8964554992085 4,233.61125001043013
1,1740.899972187234 2,2006.2330356811624 3,2000.3698849414998 4,219.19835427824034
1,1756.3559658576673 2,2006.249025556443 3,2001.6985415207428 4,206.67991653875944
1,1771.3961853420653 2,2007.099074036337 3,2002.6307292639913 4,195.4329660668093
1,1785.7236829339968 2,2007.9008192539627 3,2003.4176732089177 4,184.33844667907445
1,1799.6279409708516 2,2008.2117996309676 3,2004.299800096931 4,172.50921140091592
1,1812.96069759849 2,2008.819626601952 3,2004.9965885538882 4,161.32776691542546
1,1816.0159932790907 2,2408.9033809035764 3,2196.6113861054914 4,1656.7759207104566
1,1815.6439388630972 2,2399.3506221843254 3,2195.8217168092447 4,1656.0571750390764
1,1812.5275426675446 2,2303.0395398863193 3,2187.54065934009 4,1647.195220180065
1,1811.7003096807084 2,1898.1205565748633 3,2147.5453427295547 4,1581.1942140019275
1,1828.5676938593538 2,1505.1460169290363 3,2104.5772801930625 4,1447.8455271599105
1,1877.3165126841197 2,1107.8983936882664 3,2050.9918740019093 4,1124.7416232182727
1,1916.1421639283994 2,1066.1872854774658 3,2022.365764954158 4,884.2277120319461
1,1941.180418447703 2,1165.5922358415578 3,2009.8031561439757 4,719.74422940079
1,1957.398349874607 2,1280.7488701326927 3,2005.2621431487976 4,601.5934792258536
1,1968.7219115671044 2,1377.0140998734664 3,2002.9609866990616 4,514.7299538808417
1,1977.8757823926906 2,1455.4152734655631 3,2001.5241000168169 4,448.96329391165864
1,1982.46764156287 2,1515.1560781262385 3,2002.2304085493447 4,399.2551091465249
1,1986.9578025622195 2,1567.321194870995 3,2002.64339339717 4,356.8625668670721
1,1990.6526160071612 2,1610.536204704214 3,2003.168613367103 4,322.39418353145965
1,1993.954366048445 2,1646.8350517393403 3,2003.7334401074102 4,294.2296549038218
1,1996.0959262949439 2,1674.0514201036624 3,2004.2993726279149 4,272.70940111438574
1,1997.3173005452 2,1695.8590904860428 3,2004.740289154314 4,254.43277541340288
1,1998.8344551428727 2,1715.9539192217767 3,2005.2704373088209 4,238.64254686680934
1,2000.214900833612 2,1735.0705205516128 3,2005.8024303688094 4,223.56136342040554
1,2001.9463974096047 2,1753.008089957072 3,2006.5676592147877 4,210.81756759561205
1,2003.4646186214786 2,1770.6980223167586 3,2007.3569826312535 4,197.93509371886205
1,2004.4661267882177 2,1787.2529418272682 3,2007.8723502219284 4,184.56024596032665
1,2005.2471127554763 2,1803.2779486012591 3,2008.2510052581538 4,170.9481154500375
1,2005.9820813433823 2,1818.560797059692 3,2008.6668142318313 4,158.00358552556565
1,2194.665237412308 2,1810.53378170712 3,2195.820337801777 4,1643.963381503795
1,2192.874697729089 2,1810.2930075019528 3,2196.8954999408065 4,1665.907622867266
1,2178.7031762406914 2,1805.538022588134 3,2085.47356068155 4,1687.7415969490141
1,2174.3660414682354 2,1792.3128892217944 3,2157.117760626676 4,1725.3974490407682
1,2123.320849553833 2,1817.9395136242783 3,1646.474668450177 4,1479.9116174833841
1,2054.888905110302 2,1874.2395863761822 3,1111.6188377562253 4,1128.7392954839122
1,2024.7212518527217 2,1914.2385748279523 3,1064.0948396724202 4,885.8099595051036
1,2011.8562492593267 2,1939.760103758557 3,1167.4830168843127 4,718.5700663316193
1,2006.346691866254 2,1956.43297304554 3,1281.5554082443628 4,600.3901065567194
1,2003.917442329187 2,1967.6922062376532 3,1377.035466891612 4,514.1821807477223
1,2002.9567572615636 2,1975.7036976030765 3,1453.7413883960492 4,448.97603976477046
1,2002.7803278725733 2,1981.6669304324055 3,1515.8659261841567 4,397.84092636541743
1,2003.0660109634416 2,1986.2623980295746 3,1567.0187845097985 4,356.5796119165492
1,2003.5788991525878 2,1989.8837465750685 3,1609.577549125429 4,322.6374587898836
1,2004.1745872023125 2,1992.7926513468788 3,1645.1597869312602 4,294.4474476264034
1,2004.814295571155 2,1995.1700699446121 3,1675.0925203771098 4,270.91236087125594
1,2005.4659384177035 2,1997.139624811056 3,1700.4998572748657 4,251.0797447537563
1,2006.0114961934833 2,1998.8123902451966 3,1722.251508140158 4,234.05701905768427
1,2006.331173550157 2,2000.3008303961751 3,1741.06143161392 4,219.10179755590852
1,2006.4917278918053 2,2001.6558395499617 3,1757.648998870789 4,205.72089421197828
1,2006.7751078322804 2,2002.803661126485 3,1772.9702424940583 4,193.32687519870802
1,2007.4057199839358 2,2003.6387116006001 3,1786.5880341244517 4,182.80018507555718
1,2007.2090909443168 2,2005.438105408714 3,1801.5934653139993 4,171.33235856717855
1,2007.4700678026227 2,2006.6874845458563 3,1816.795803158677 4,159.86478846612658
1,3058.1117782339998 2,5008.89095119043 3,2017.7884992426737 4,0.017143152264453187
1,3057.1378096608546 2,5009.331313185999 3,2017.7884992449349 4,0.017143150734746537
1,2997.548663771567 2,4961.0597589438885 3,2017.7859046395802 4,0.016531195382504114
1,2489.9886379009486 2,4503.309557991228 3,2017.7847145835203 4,0.01633749564767679
1,1788.380567872397 2,3788.4192115964474 3,2017.7847147108696 4,0.016337413823557415
1,755.7453423408502 2,2625.3073097067895 3,2017.7859051219004 4,0.01653088094097698
1,269.4318295645266 2,1916.7396347227636 3,2017.7884999978717 4,0.017142637712844223
1,481.6229207435193 2,1540.181009823135 3,2017.7895719739809 4,0.017299415082970476
1,747.6144352904697 2,1369.1670587120987 3,2017.7904893699053 4,0.017258760245838247
1,948.592318945711 2,1313.543077786227 3,2017.7915149927233 4,0.017060453989654726
1,1097.5255949281773 2,1315.269305787676 3,2017.7926800628452 4,0.01680967943806589
1,1208.3019331440248 2,1341.0023060229826 3,2017.7937599020058 4,0.016612705969655632
1,1293.2717669936058 2,1374.5258986534259 3,2017.7946190521009 4,0.01652443228492896
1,1363.0253808034283 2,1410.2678372022172 3,2017.795297786723 4,0.016539152181667592
1,1424.2674956852761 2,1447.3367988696734 3,2017.7958160548842 4,0.016615379906936543
1,1474.2274979403687 2,1481.2381332294397 3,2017.7958163095657 4,0.01661521378068301
1,1520.9698242786478 2,1515.9150464930551 3,2017.7961352608866 4,0.016705886001441118
1,1560.6864704256848 2,1547.5673885845094 3,2017.7962584939376 4,0.016776947118754167
1,1592.0889130646156 2,1573.4660122042087 3,2017.7962587487427 4,0.016776779363194935
1,1619.056111925799 2,1596.4829741433173 3,2017.7961995543478 4,0.01681341751196113
1,1643.2576295368292 2,1617.8952257779913 3,2017.7961998091325 4,0.016813249396425443
1,1660.6871166171825 2,1632.5640652410368 3,2017.7959321795545 4,0.0168190511608316
1,1675.277858624253 2,1644.1663591273207 3,2017.7954817850298 4,0.01681222430255836
1,1692.6073016184178 2,1660.6331577938474 3,2017.7954820400623 4,0.016812056221715
1,2017.7815667338857 2,2944.0971268761036 3,4913.362190010941 4,0.016875197788497734
1,2017.7815667361256 2,2930.7838047389496 3,4903.404096852401 4,0.016875196282774146
1,2017.781566758505 2,2804.62730540415 3,4803.0339047162315 4,0.01687518109097819
1,2017.7848004914247 2,2517.0122053987325 3,4527.744915062188 4,0.01724333384346245
1,2017.7955913474482 2,1952.6263772409725 3,3953.3068739455643 4,0.017251823761082297
1,2017.7963177908123 2,808.0051623144875 3,2688.0318997561567 4,0.0172950789752386
1,2017.796778908285 2,267.4177635967172 3,1937.9132917724419 4,0.017211968556271245
1,2017.7973111335014 2,474.9304895137199 3,1546.3858565944881 4,0.016965496399501033
